seasonal_trend_336_iTransformer,0.05414374,0.20627101
seasonal_trend_720_iTransformer,0.1143639,0.28876656
seasonal_chirp_96_PatchTST,0.49708343,0.61445814
seasonal_chirp_96_PatchTST,0.44976345,0.570011
seasonal_chirp_96_PatchTST,0.48559296,0.5986982
seasonal_chirp_96_PatchTST,0.50328577,0.61313725
seasonal_chirp_96_PatchTST,0.24786834,0.40615827
seasonal_chirp_96_PatchTST,0.23585118,0.39624554
seasonal_chirp_96_PatchTST,0.35353822,0.49716628
seasonal_chirp_96_PatchTST,0.23052773,0.39086416
seasonal_chirp_96_PatchTST,0.24532759,0.40474927
seasonal_chirp_96_PatchTST,0.23052773,0.39086416
seasonal_chirp_192_PatchTST,0.29642308,0.45553777
seasonal_chirp_96_iTransformer,0.1904825,0.34233227
seasonal_chirp_336_PatchTST,0.33240053,0.48580185
seasonal_chirp_192_iTransformer,0.22747536,0.3786489
seasonal_chirp_720_PatchTST,0.4361766,0.5757606
seasonal_chirp_336_iTransformer,0.321962,0.45889524
seasonal_chirp_720_iTransformer,0.4457708,0.5746882
